cps19_citizenship,cps19_yob,cps19_province,cps19_votechoice,cps19_education,cps19_gender,vote_liberal,age,age_bracket,province_q,education_q,income_bracket,sex
Canadian citizen,1951,Nova Scotia,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,69,3,1,2,1,0
Canadian citizen,1986,Quebec,Liberal Party,Some university,A woman,1,34,1,2,2,1,0
Canadian citizen,1971,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,49,2,4,2,3,1
Canadian citizen,1969,Alberta,Conservative Party,Completed secondary/ high school,A woman,0,51,2,4,2,1,0
Canadian citizen,1979,Ontario,Conservative Party,Bachelor's degree,A woman,0,41,2,3,3,3,0
Canadian citizen,1949,Alberta,Liberal Party,Bachelor's degree,A woman,1,71,3,4,3,1,0
Canadian citizen,1955,British Columbia,Conservative Party,Bachelor's degree,A woman,0,65,3,5,3,2,0
Canadian citizen,1940,British Columbia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,80,3,5,2,1,1
Canadian citizen,1985,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,35,1,3,2,1,1
Canadian citizen,1980,British Columbia,Liberal Party,Bachelor's degree,A woman,1,40,1,5,3,1,0
Canadian citizen,1947,Alberta,Conservative Party,Bachelor's degree,A woman,0,73,3,4,3,1,0
Canadian citizen,1974,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,46,2,3,2,1,0
Canadian citizen,1960,Alberta,Conservative Party,Completed secondary/ high school,A man,0,60,2,4,2,3,1
Canadian citizen,1974,Manitoba,Conservative Party,Bachelor's degree,A woman,0,46,2,4,3,2,0
Canadian citizen,1960,Alberta,Conservative Party,Master's degree,A man,0,60,2,4,3,3,1
Canadian citizen,1973,Ontario,Liberal Party,Some university,A woman,1,47,2,3,2,2,0
Canadian citizen,1949,Ontario,Liberal Party,Professional degree or doctorate,A woman,1,71,3,3,3,3,0
Canadian citizen,1955,Quebec,Liberal Party,Completed elementary school,A man,1,65,3,2,1,1,1
Canadian citizen,1950,Ontario,Liberal Party,Some university,A man,1,70,3,3,2,1,1
Canadian citizen,1953,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,67,3,3,2,1,0
Canadian citizen,1971,Nova Scotia,Liberal Party,Bachelor's degree,A woman,1,49,2,1,3,3,0
Canadian citizen,1943,Alberta,Conservative Party,Bachelor's degree,A man,0,77,3,4,3,3,1
Canadian citizen,1966,Quebec,Liberal Party,Bachelor's degree,A woman,1,54,2,2,3,3,0
Canadian citizen,1976,Nova Scotia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,44,2,1,2,1,0
Canadian citizen,2000,Ontario,Liberal Party,Some university,A man,1,20,1,3,2,1,1
Canadian citizen,1985,British Columbia,Liberal Party,Bachelor's degree,A man,1,35,1,5,3,1,1
Canadian citizen,1951,Manitoba,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,69,3,4,2,3,1
Canadian citizen,1972,Ontario,Liberal Party,Completed secondary/ high school,A man,1,48,2,3,2,2,1
Canadian citizen,1981,Alberta,Liberal Party,Some university,A woman,1,39,1,4,2,3,0
Canadian citizen,1961,Nova Scotia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,59,2,1,2,1,0
Canadian citizen,1969,Ontario,Liberal Party,Bachelor's degree,A woman,1,51,2,3,3,3,0
Canadian citizen,1985,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,35,1,2,2,1,0
Canadian citizen,1952,Manitoba,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,68,3,4,2,1,0
Canadian citizen,1985,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,35,1,2,2,3,1
Canadian citizen,1992,Ontario,Conservative Party,Some university,A woman,0,28,1,3,2,1,0
Canadian citizen,1974,Ontario,Conservative Party,Some university,A woman,0,46,2,3,2,3,0
Canadian citizen,1952,Nova Scotia,Liberal Party,Bachelor's degree,A woman,1,68,3,1,3,1,0
Canadian citizen,1948,Manitoba,Liberal Party,Some university,A woman,1,72,3,4,2,1,0
Canadian citizen,1956,Alberta,Conservative Party,Some secondary/ high school,A woman,0,64,3,4,1,1,0
Canadian citizen,1990,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,30,1,3,2,1,0
Canadian citizen,1962,Manitoba,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,58,2,4,2,1,0
Canadian citizen,1995,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,25,1,3,2,1,0
Canadian citizen,2000,Ontario,Liberal Party,Some university,A woman,1,20,1,3,2,1,0
Canadian citizen,1985,Quebec,Liberal Party,Bachelor's degree,A woman,1,35,1,2,3,3,0
Canadian citizen,1955,Quebec,Conservative Party,Bachelor's degree,A man,0,65,3,2,3,2,1
Canadian citizen,1954,Quebec,Liberal Party,Some university,A man,1,66,3,2,2,1,1
Canadian citizen,1974,British Columbia,Liberal Party,Master's degree,A man,1,46,2,5,3,3,1
Canadian citizen,1962,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,58,2,2,2,1,1
Canadian citizen,1982,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,38,1,2,2,1,0
Canadian citizen,1959,Ontario,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,61,3,3,2,1,1
Canadian citizen,1983,British Columbia,Liberal Party,Completed secondary/ high school,A woman,1,37,1,5,2,1,0
Canadian citizen,1974,Ontario,Liberal Party,Master's degree,A man,1,46,2,3,3,1,1
Canadian citizen,1970,Quebec,Conservative Party,Some university,A woman,0,50,2,2,2,1,0
Canadian citizen,1995,Ontario,Liberal Party,Bachelor's degree,A woman,1,25,1,3,3,1,0
Canadian citizen,1979,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,41,2,2,2,1,0
Canadian citizen,1992,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,28,1,4,2,1,1
Canadian citizen,1991,Quebec,Conservative Party,Completed secondary/ high school,A man,0,29,1,2,2,1,1
Canadian citizen,1967,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,53,2,3,2,3,1
Canadian citizen,1976,Ontario,Conservative Party,Completed secondary/ high school,A man,0,44,2,3,2,1,1
Canadian citizen,1942,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,78,3,5,2,1,1
Canadian citizen,1965,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,55,2,3,2,3,0
Canadian citizen,1998,Quebec,Conservative Party,Some secondary/ high school,A man,0,22,1,2,1,1,1
Canadian citizen,1977,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,43,2,3,2,2,1
Canadian citizen,1984,Alberta,Conservative Party,Professional degree or doctorate,A man,0,36,1,4,3,3,1
Canadian citizen,1953,Manitoba,Conservative Party,Some university,A woman,0,67,3,4,2,1,0
Canadian citizen,1954,British Columbia,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,66,3,5,2,3,1
Canadian citizen,1979,New Brunswick,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,41,2,1,2,1,0
Canadian citizen,1954,Quebec,Conservative Party,Completed secondary/ high school,A man,0,66,3,2,2,1,1
Canadian citizen,1964,Ontario,Liberal Party,Bachelor's degree,A woman,1,56,2,3,3,3,0
Canadian citizen,1981,New Brunswick,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,39,1,1,2,1,0
Canadian citizen,1992,Ontario,Liberal Party,Master's degree,A woman,1,28,1,3,3,1,0
Canadian citizen,1944,Manitoba,Conservative Party,Some university,A man,0,76,3,4,2,1,1
Canadian citizen,1998,Ontario,Liberal Party,Some university,A woman,1,22,1,3,2,2,0
Canadian citizen,1984,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,36,1,2,2,1,0
Canadian citizen,1936,Ontario,Conservative Party,Professional degree or doctorate,A woman,0,84,4,3,3,1,0
Canadian citizen,1976,Alberta,Conservative Party,Professional degree or doctorate,A woman,0,44,2,4,3,3,0
Canadian citizen,1968,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,52,2,2,2,1,0
Canadian citizen,1987,Alberta,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,33,1,4,2,2,1
Canadian citizen,1996,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique","Other (e.g. Trans, non-binary, two-spirit, gender-queer)",0,24,1,4,2,1,0
Canadian citizen,1991,Alberta,Conservative Party,Bachelor's degree,A woman,0,29,1,4,3,1,0
Canadian citizen,1968,Quebec,Liberal Party,Professional degree or doctorate,A woman,1,52,2,2,3,3,0
Canadian citizen,1971,Ontario,Liberal Party,Professional degree or doctorate,A woman,1,49,2,3,3,1,0
Canadian citizen,1978,Ontario,Conservative Party,Master's degree,A man,0,42,2,3,3,3,1
Canadian citizen,1986,Ontario,Conservative Party,Bachelor's degree,A woman,0,34,1,3,3,3,0
Canadian citizen,1953,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,67,3,4,2,3,1
Canadian citizen,1995,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,25,1,2,2,3,1
Canadian citizen,2000,New Brunswick,Liberal Party,Completed secondary/ high school,A man,1,20,1,1,2,1,1
Canadian citizen,1990,Quebec,Liberal Party,Bachelor's degree,A woman,1,30,1,2,3,1,0
Canadian citizen,1999,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,21,1,2,2,1,0
Canadian citizen,1981,Nova Scotia,Liberal Party,Bachelor's degree,A man,1,39,1,1,3,1,1
Canadian citizen,1969,Alberta,Conservative Party,Completed secondary/ high school,A woman,0,51,2,4,2,3,0
Canadian citizen,2000,British Columbia,Liberal Party,Some university,A woman,1,20,1,5,2,2,0
Canadian citizen,1972,Quebec,Liberal Party,Bachelor's degree,A woman,1,48,2,2,3,1,0
Canadian citizen,1980,Ontario,Liberal Party,Bachelor's degree,A woman,1,40,1,3,3,3,0
Canadian citizen,1947,Saskatchewan,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,73,3,4,2,1,0
Canadian citizen,1960,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,60,2,3,2,1,0
Canadian citizen,1961,Alberta,Conservative Party,Some secondary/ high school,A man,0,59,2,4,1,1,1
Canadian citizen,1986,Quebec,Liberal Party,Master's degree,A woman,1,34,1,2,3,1,0
Canadian citizen,1998,Alberta,Conservative Party,Some university,A woman,0,22,1,4,2,1,0
Canadian citizen,1953,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,67,3,2,2,1,1
Canadian citizen,1959,Nova Scotia,Liberal Party,Some university,A woman,1,61,3,1,2,2,0
Canadian citizen,1970,Ontario,Liberal Party,Bachelor's degree,A woman,1,50,2,3,3,3,0
Canadian citizen,1949,Ontario,Liberal Party,Bachelor's degree,A man,1,71,3,3,3,1,1
Canadian citizen,1961,British Columbia,Liberal Party,Master's degree,A man,1,59,2,5,3,3,1
Canadian citizen,1998,Ontario,Liberal Party,Some university,A man,1,22,1,3,2,1,1
Canadian citizen,1981,Alberta,Liberal Party,Bachelor's degree,A woman,1,39,1,4,3,1,0
Canadian citizen,1988,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,32,1,2,2,3,0
Canadian citizen,1957,Quebec,Liberal Party,Bachelor's degree,A woman,1,63,3,2,3,1,0
Canadian citizen,1983,Ontario,Liberal Party,Master's degree,A man,1,37,1,3,3,3,1
Canadian citizen,1989,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,31,1,4,2,3,0
Canadian citizen,1980,British Columbia,Liberal Party,Completed secondary/ high school,A woman,1,40,1,5,2,1,0
Canadian citizen,1965,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,55,2,3,2,2,0
Canadian citizen,1975,Newfoundland and Labrador,Conservative Party,Completed secondary/ high school,A man,0,45,2,1,2,1,1
Canadian citizen,1985,British Columbia,Conservative Party,Bachelor's degree,A woman,0,35,1,5,3,1,0
Canadian citizen,1967,Ontario,Liberal Party,Bachelor's degree,A woman,1,53,2,3,3,3,0
Canadian citizen,1977,British Columbia,Liberal Party,Bachelor's degree,A man,1,43,2,5,3,1,1
Canadian citizen,1973,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,47,2,3,2,1,0
Canadian citizen,1988,Manitoba,Conservative Party,Bachelor's degree,A man,0,32,1,4,3,3,1
Canadian citizen,1960,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,60,2,2,2,1,0
Canadian citizen,1964,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,56,2,3,2,1,0
Canadian citizen,1954,British Columbia,Conservative Party,Bachelor's degree,A man,0,66,3,5,3,2,1
Canadian citizen,1943,Ontario,Liberal Party,Some university,A woman,1,77,3,3,2,1,0
Canadian citizen,1964,Alberta,Conservative Party,Bachelor's degree,A man,0,56,2,4,3,1,1
Canadian citizen,1955,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,65,3,3,2,1,0
Canadian citizen,1972,British Columbia,Liberal Party,Bachelor's degree,A woman,1,48,2,5,3,3,0
Canadian citizen,2000,Saskatchewan,Liberal Party,Some university,A woman,1,20,1,4,2,3,0
Canadian citizen,1980,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,40,1,3,2,2,0
Canadian citizen,1979,Ontario,Liberal Party,Bachelor's degree,A man,1,41,2,3,3,3,1
Canadian citizen,1976,British Columbia,Liberal Party,Bachelor's degree,A woman,1,44,2,5,3,1,0
Canadian citizen,1995,Saskatchewan,Conservative Party,Master's degree,A woman,0,25,1,4,3,1,0
Canadian citizen,1984,British Columbia,Liberal Party,Professional degree or doctorate,A woman,1,36,1,5,3,3,0
Canadian citizen,1974,Ontario,Conservative Party,Bachelor's degree,A woman,0,46,2,3,3,2,0
Canadian citizen,1983,New Brunswick,Liberal Party,Master's degree,A man,1,37,1,1,3,1,1
Canadian citizen,1971,British Columbia,Liberal Party,Bachelor's degree,A man,1,49,2,5,3,3,1
Canadian citizen,1969,Quebec,Conservative Party,Master's degree,A woman,0,51,2,2,3,1,0
Canadian citizen,1986,Ontario,Liberal Party,Bachelor's degree,A woman,1,34,1,3,3,1,0
Canadian citizen,1985,Quebec,Liberal Party,Professional degree or doctorate,A man,1,35,1,2,3,1,1
Canadian citizen,1963,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,57,2,2,2,3,0
Canadian citizen,1988,Alberta,Conservative Party,Bachelor's degree,A man,0,32,1,4,3,3,1
Canadian citizen,1969,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,51,2,3,2,1,0
Canadian citizen,1984,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,36,1,3,2,1,0
Canadian citizen,1988,Quebec,Conservative Party,Bachelor's degree,A woman,0,32,1,2,3,2,0
Canadian citizen,1968,Alberta,Conservative Party,Bachelor's degree,A man,0,52,2,4,3,1,1
Canadian citizen,2000,Newfoundland and Labrador,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,20,1,1,2,1,1
Canadian citizen,1990,Quebec,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,30,1,2,2,1,0
Canadian citizen,1953,Alberta,Liberal Party,Professional degree or doctorate,A woman,1,67,3,4,3,3,0
Canadian citizen,1977,Newfoundland and Labrador,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,43,2,1,2,1,1
Canadian citizen,1952,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,68,3,3,2,1,1
Canadian citizen,1955,Ontario,Conservative Party,Some university,A man,0,65,3,3,2,1,1
Canadian citizen,1971,Ontario,Liberal Party,Bachelor's degree,A man,1,49,2,3,3,3,1
Canadian citizen,1981,Ontario,Liberal Party,Bachelor's degree,A woman,1,39,1,3,3,3,0
Canadian citizen,1986,Ontario,Liberal Party,Professional degree or doctorate,A man,1,34,1,3,3,3,1
Canadian citizen,1968,Ontario,Conservative Party,Master's degree,A man,0,52,2,3,3,1,1
Canadian citizen,1962,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,58,2,2,2,1,1
Canadian citizen,1944,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,76,3,4,2,1,0
Canadian citizen,1984,Alberta,Liberal Party,Bachelor's degree,A woman,1,36,1,4,3,3,0
Canadian citizen,1969,Quebec,Conservative Party,Completed secondary/ high school,A man,0,51,2,2,2,0,1
Canadian citizen,1990,Alberta,Conservative Party,Bachelor's degree,A woman,0,30,1,4,3,2,0
Canadian citizen,1975,Ontario,Liberal Party,Bachelor's degree,A woman,1,45,2,3,3,3,0
Canadian citizen,1974,British Columbia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,46,2,5,2,2,0
Canadian citizen,1944,Quebec,Conservative Party,Bachelor's degree,A man,0,76,3,2,3,3,1
Canadian citizen,1982,British Columbia,Liberal Party,Master's degree,A woman,1,38,1,5,3,3,0
Canadian citizen,1963,British Columbia,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,57,2,5,2,1,0
Canadian citizen,1960,Alberta,Conservative Party,Bachelor's degree,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",0,60,2,4,3,3,0
Canadian citizen,1988,Quebec,Conservative Party,Bachelor's degree,A man,0,32,1,2,3,2,1
Canadian citizen,1966,Nova Scotia,Conservative Party,Some secondary/ high school,A man,0,54,2,1,1,1,1
Canadian citizen,1976,British Columbia,Liberal Party,Bachelor's degree,A woman,1,44,2,5,3,1,0
Canadian citizen,1965,British Columbia,Liberal Party,Master's degree,A woman,1,55,2,5,3,3,0
Canadian citizen,1953,British Columbia,Liberal Party,Some university,A man,1,67,3,5,2,3,1
Canadian citizen,2000,Quebec,Liberal Party,Completed secondary/ high school,A woman,1,20,1,2,2,1,0
Canadian citizen,1967,Saskatchewan,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,53,2,4,2,3,0
Canadian citizen,1980,Alberta,Conservative Party,Bachelor's degree,A woman,0,40,1,4,3,3,0
Canadian citizen,1969,Ontario,Conservative Party,Completed secondary/ high school,A woman,0,51,2,3,2,1,0
Canadian citizen,1958,British Columbia,Conservative Party,Completed secondary/ high school,A man,0,62,3,5,2,3,1
Canadian citizen,1964,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,56,2,3,2,3,1
Canadian citizen,1979,Quebec,Liberal Party,Some university,A woman,1,41,2,2,2,3,0
Canadian citizen,1961,British Columbia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,59,2,5,2,2,0
Canadian citizen,1981,Quebec,Conservative Party,Bachelor's degree,A man,0,39,1,2,3,1,1
Canadian citizen,1976,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,44,2,3,2,2,0
Canadian citizen,1972,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,48,2,4,2,3,0
Canadian citizen,1955,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,65,3,3,2,3,0
Canadian citizen,2000,Ontario,Conservative Party,Some university,A man,0,20,1,3,2,2,1
Canadian citizen,1973,Ontario,Conservative Party,Master's degree,A woman,0,47,2,3,3,1,0
Canadian citizen,1970,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,50,2,4,2,3,1
Canadian citizen,1995,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,25,1,2,2,1,1
Canadian citizen,1976,Saskatchewan,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,44,2,4,2,3,1
Canadian citizen,1984,Ontario,Liberal Party,Bachelor's degree,A woman,1,36,1,3,3,3,0
Canadian citizen,1977,Quebec,Conservative Party,Master's degree,A woman,0,43,2,2,3,3,0
Canadian citizen,1978,British Columbia,Liberal Party,Professional degree or doctorate,A woman,1,42,2,5,3,3,0
Canadian citizen,1954,British Columbia,Liberal Party,Completed secondary/ high school,A woman,1,66,3,5,2,3,0
Canadian citizen,1996,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,24,1,3,2,1,0
Canadian citizen,1950,Alberta,Conservative Party,Master's degree,A man,0,70,3,4,3,1,1
Canadian citizen,1999,Quebec,Liberal Party,Some secondary/ high school,A man,1,21,1,2,1,1,1
Canadian citizen,1992,Ontario,Liberal Party,Bachelor's degree,A man,1,28,1,3,3,3,1
Canadian citizen,1971,Manitoba,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,49,2,4,2,2,0
Canadian citizen,1972,Quebec,Liberal Party,Bachelor's degree,A woman,1,48,2,2,3,3,0
Canadian citizen,1976,Newfoundland and Labrador,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,44,2,1,2,3,0
Canadian citizen,1990,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,30,1,2,2,1,1
Canadian citizen,1983,Ontario,Liberal Party,Bachelor's degree,A man,1,37,1,3,3,1,1
Canadian citizen,1952,Saskatchewan,Conservative Party,Completed secondary/ high school,A woman,0,68,3,4,2,1,0
Canadian citizen,1994,Quebec,Conservative Party,Some secondary/ high school,A woman,0,26,1,2,1,3,0
Canadian citizen,1974,British Columbia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,46,2,5,2,2,1
Canadian citizen,1951,New Brunswick,Liberal Party,Bachelor's degree,A man,1,69,3,1,3,3,1
Canadian citizen,1989,Ontario,Liberal Party,Bachelor's degree,A man,1,31,1,3,3,1,1
Canadian citizen,1972,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,48,2,3,2,3,0
Canadian citizen,1978,British Columbia,Liberal Party,Bachelor's degree,A woman,1,42,2,5,3,3,0
Canadian citizen,1982,Quebec,Conservative Party,Completed secondary/ high school,A man,0,38,1,2,2,1,1
Canadian citizen,1967,Ontario,Conservative Party,Bachelor's degree,A woman,0,53,2,3,3,1,0
Canadian citizen,1977,Alberta,Conservative Party,Master's degree,A woman,0,43,2,4,3,2,0
Canadian citizen,1982,Alberta,Conservative Party,Bachelor's degree,A woman,0,38,1,4,3,1,0
Canadian citizen,1946,British Columbia,Conservative Party,Professional degree or doctorate,A woman,0,74,3,5,3,2,0
Canadian citizen,1997,Ontario,Conservative Party,Some university,A woman,0,23,1,3,2,1,0
Canadian citizen,1982,Quebec,Liberal Party,Master's degree,A woman,1,38,1,2,3,2,0
Canadian citizen,1952,Alberta,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,68,3,4,2,1,1
Canadian citizen,1953,Quebec,Liberal Party,Bachelor's degree,A woman,1,67,3,2,3,3,0
Canadian citizen,1975,Quebec,Liberal Party,Bachelor's degree,A woman,1,45,2,2,3,1,0
Canadian citizen,1952,British Columbia,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,68,3,5,2,1,0
Canadian citizen,1986,Manitoba,Conservative Party,Master's degree,A woman,0,34,1,4,3,1,0
Canadian citizen,1951,Alberta,Conservative Party,Bachelor's degree,A woman,0,69,3,4,3,1,0
Canadian citizen,1982,Ontario,Conservative Party,Bachelor's degree,A woman,0,38,1,3,3,1,0
Canadian citizen,1961,Manitoba,Conservative Party,Bachelor's degree,A man,0,59,2,4,3,3,1
Canadian citizen,1975,Quebec,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,45,2,2,2,1,0
Canadian citizen,1960,Ontario,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A woman,1,60,2,3,2,2,0
Canadian citizen,1958,Quebec,Liberal Party,Bachelor's degree,A man,1,62,3,2,3,2,1
Canadian citizen,1965,British Columbia,Liberal Party,Bachelor's degree,A woman,1,55,2,5,3,1,0
Canadian citizen,1959,Ontario,Liberal Party,Completed secondary/ high school,A woman,1,61,3,3,2,1,0
Canadian citizen,1979,Nova Scotia,Liberal Party,Bachelor's degree,A woman,1,41,2,1,3,2,0
Canadian citizen,1960,Ontario,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,60,2,3,2,2,1
Canadian citizen,1959,Quebec,Conservative Party,Completed secondary/ high school,A woman,0,61,3,2,2,1,0
Canadian citizen,1969,Alberta,Conservative Party,Master's degree,A woman,0,51,2,4,3,3,0
Canadian citizen,1968,Quebec,Liberal Party,"Some technical, community college, CEGEP, College Classique",A woman,1,52,2,2,2,3,0
Canadian citizen,1966,Ontario,Liberal Party,Bachelor's degree,A woman,1,54,2,3,3,1,0
Canadian citizen,1973,Manitoba,Conservative Party,Master's degree,A woman,0,47,2,4,3,3,0
Canadian citizen,1964,Alberta,Liberal Party,Master's degree,A woman,1,56,2,4,3,3,0
Canadian citizen,1957,Newfoundland and Labrador,Liberal Party,"Some technical, community college, CEGEP, College Classique",A man,1,63,3,1,2,1,1
Canadian citizen,1995,British Columbia,Conservative Party,Some secondary/ high school,A man,0,25,1,5,1,2,1
Canadian citizen,1940,Nova Scotia,Conservative Party,"Some technical, community college, CEGEP, College Classique",A man,0,80,3,1,2,1,1
Canadian citizen,1968,British Columbia,Conservative Party,Master's degree,A woman,0,52,2,5,3,3,0
Canadian citizen,1987,Newfoundland and Labrador,Liberal Party,Bachelor's degree,A woman,1,33,1,1,3,3,0
Canadian citizen,1963,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,57,2,2,2,1,0
Canadian citizen,1947,Ontario,Liberal Party,Bachelor's degree,A man,1,73,3,3,3,1,1
Canadian citizen,1981,Quebec,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A woman,0,39,1,2,2,1,0
Canadian citizen,1976,Nova Scotia,Liberal Party,"Completed technical, community college, CEGEP, College Classique",A man,1,44,2,1,2,1,1
Canadian citizen,1951,Saskatchewan,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,69,3,4,2,1,1
Canadian citizen,1963,Ontario,Conservative Party,Completed secondary/ high school,A man,0,57,2,3,2,1,1
Canadian citizen,1967,British Columbia,Conservative Party,Bachelor's degree,A woman,0,53,2,5,3,1,0
Canadian citizen,1983,Alberta,Liberal Party,Bachelor's degree,A woman,1,37,1,4,3,2,0
Canadian citizen,1965,Ontario,Liberal Party,Bachelor's degree,A woman,1,55,2,3,3,2,0
Canadian citizen,1953,British Columbia,Liberal Party,Completed secondary/ high school,A woman,1,67,3,5,2,1,0
Canadian citizen,1977,Quebec,Liberal Party,Completed secondary/ high school,A man,1,43,2,2,2,1,1
Canadian citizen,1982,Ontario,Conservative Party,"Completed technical, community college, CEGEP, College Classique",A man,0,38,1,3,2,1,1
Canadian citizen,1954,British Columbia,Conservative Party,Bachelor's degree,A man,0,66,3,5,3,3,1
Canadian citizen,1953,British Columbia,Liberal Party,Some secondary/ high school,A woman,1,67,3,5,1,1,0
Canadian citizen,1958,Nova Scotia,Liberal Party,Some university,A woman,1,62,3,1,2,1,0
Canadian citizen,1978,Ontario,Liberal Party,Bachelor's degree,A man,1,42,2,3,3,1,1
Canadian citizen,1965,British Columbia,Conservative Party,Professional degree or doctorate,A man,0,55,2,5,3,3,1
Canadian citizen,1980,Alberta,Conservative Party,"Some technical, community college, CEGEP, College Classique",A woman,0,40,1,4,2,1,0
Canadian citizen,1976,Quebec,Conservative Party,Completed elementary school,A woman,0,44,2,2,1,0,0
Canadian citizen,1972,Ontario,Liberal Party,Some university,A man,1,48,2,3,2,3,1
